sex_new_0,sex_new_1,blood_group_new_0,blood_group_new_1,blood_group_new_2,blood_group_new_3,blood_group_new_4,blood_group_new_5,blood_group_new_6,blood_group_new_7,blood_group,username,name,sex,address,mail,Age,Body_Weight,Body_Height,Cal_Need,User_ID,sex_new,blood_group_new
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,donald84,Brandon Wolfe,M,"2409 Hopkins Meadow Apt. 219
New Rodney, SD 17882",thomaslaurie@yahoo.com,26,61.39541,150.9802,1910.894,UNT020,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AB-,zashley,Ryan Flores,M,"5743 Rachel Street
West Brandi, NV 33559",nancy54@hotmail.com,21,63.052,164.3238,1867.767,UNT021,1,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,jimmyhunter,Jesse Cohen,M,"886 Williams Hill
North Kathrynville, CA 84165",rmiller@hotmail.com,31,57.36869,162.344,1668.218,UNT022,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A-,jared75,Mr. Drew Hopkins,M,"65757 Dean Hills
Chavezland, KS 98325",rfleming@hotmail.com,34,64.2536,163.3352,2074.807,UNT023,1,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A+,tanyahaas,Savannah Smith,F,"Unit 9613 Box 6649
DPO AP 28479",stevenjohnson@hotmail.com,35,56.96031,156.6981,2237.726,UNT024,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A-,timothy75,Stephanie Robinson,F,"676 Christopher Ferry
New Megan, NH 57646",adamscandice@gmail.com,27,52.37148,152.5531,1751.077,UNT025,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,B+,pbailey,Joseph Medina,M,"2168 Diaz Estates
West Lydiafurt, PR 85745",tuckerronald@yahoo.com,18,54.89158,154.3675,1994.21,UNT026,1,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AB+,loriarias,Allen Day,M,"021 Amanda Divide Apt. 155
Mosleymouth, WV 97465",mistywalker@hotmail.com,23,56.13281,151.506,1950.623,UNT027,1,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O-,dennis63,Carly Williams,F,"832 Cummings Village
West Amanda, MA 79092",elainenichols@hotmail.com,29,61.07957,157.644,1905.196,UNT028,0,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O-,gomezmelissa,Amy Obrien,F,"869 Wood Plaza Suite 235
South Samantha, MP 06137",jeffery41@yahoo.com,20,49.1845,149.3853,2024.874,UNT029,0,7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O+,nscott,Sandra Robinson,F,"81629 Patrick Junctions Apt. 766
Hamiltonmouth, HI 85780",monique47@hotmail.com,17,62.56353,160.4293,1796.125,UNT030,0,6
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB+,samanthadavis,Andrea Harris,F,"PSC 5487, Box 8545
APO AA 48775",catherinewinters@hotmail.com,24,50.93884,154.1517,1921.966,UNT031,0,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B-,shartman,Angelica Mitchell,F,"817 Cox Throughway
South Christianstad, UT 56434",ejohnson@hotmail.com,22,52.18229,157.1009,1532.302,UNT032,0,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O+,xwilliamson,Gina Thomas,F,"9704 Patricia Pike
East Johnshire, AL 47522",daniel76@hotmail.com,20,51.92801,157.3101,1708.062,UNT033,0,6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B+,jeffersonmary,Gina Berry,F,"944 Hampton Harbors Suite 804
Millerburgh, KS 98541",sara33@yahoo.com,25,53.6238,150.8992,1865.103,UNT034,0,4
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,melissasantiago,Raymond Novak,M,"Unit 7075 Box 8325
DPO AA 77124",awalsh@gmail.com,30,55.41317,154.4922,1709.221,UNT035,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,ehull,William Harrison,M,"651 Joshua Estate Suite 821
South Geraldview, HI 30389",kmadden@gmail.com,23,58.23474,150.6072,2129.555,UNT036,1,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,maxwellkyle,Christopher Lewis,M,"9765 Jonathan Mews Suite 320
West Malikstad, NC 86317",melissaramirez@gmail.com,15,52.92741,146.3193,1967.19,UNT037,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B+,smithshelby,Teresa Berry,F,"USNV Johnson
FPO AE 52846",ann77@hotmail.com,25,54.76201,156.8307,2162.844,UNT038,0,4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A-,mariaparker,Robert Graham,M,"58897 Christopher Bridge Suite 454
Traciland, UT 22455",stephen54@gmail.com,25,54.60361,149.713,1868.952,UNT039,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O-,anthonydickson,Mary French,F,"0459 Edward Well Apt. 471
Brianville, UT 48990",dylan17@yahoo.com,28,58.81632,155.842,1869.422,UNT040,0,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AB-,aaroncisneros,David Murray,M,"105 Heather Mountain Suite 714
North Erin, MA 56576",gregory61@hotmail.com,26,56.74052,149.4193,2305.82,UNT041,1,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AB-,jwilliams,Jennifer Dunlap,F,"19602 Joann Ranch
South Alexander, MA 57165",davisjennifer@hotmail.com,27,48.03321,144.1497,1972.552,UNT042,0,3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,B-,gonzalezjacob,Rose Cross,F,"87421 Roger Garden Suite 810
Kerrytown, AK 01658",josephcrawford@gmail.com,26,55.41304,154.1539,1832.234,UNT043,0,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A+,donna40,Brett Shah,M,"868 Matthew Shoals Apt. 944
New Jennifer, MT 53753",alexander12@yahoo.com,32,57.34022,148.8379,1951.612,UNT044,1,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A+,joseph34,Bryan Murphy,M,"05202 Tabitha Locks Apt. 186
Patricialand, NJ 63794",mjacobs@hotmail.com,22,49.40561,157.1842,1981.606,UNT045,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A-,joseph42,George Smith,M,"9649 Vincent Cliff Apt. 387
South Samuelshire, MN 47785",shawlisa@gmail.com,27,58.26394,147.8438,1979.005,UNT046,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O+,bentonrichard,Adrian Gould,M,"9611 Montgomery Bypass
North Taylor, PA 87220",obrienrobert@yahoo.com,34,52.16727,145.7588,1746.496,UNT047,1,6
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,B-,usnow,Jonathan Miller,M,"802 Anderson Orchard Apt. 814
East Joseph, MP 14407",emily22@yahoo.com,26,59.24879,150.0997,1712.928,UNT048,1,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O-,xrice,Kim Ellis,F,"356 Jennifer Fords Suite 805
Hobbsberg, MT 69912",robertsjane@hotmail.com,26,53.79512,154.583,1831.694,UNT049,0,7
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O-,williamskelly,Penny Dunlap,F,"470 Velez Stream Suite 494
South Nicholas, HI 26569",robin12@yahoo.com,20,53.46132,153.3852,1713.957,UNT050,0,7
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A-,samuel55,Joshua Smith III,M,"26178 Neal Green
Lake Karenchester, MN 68587",wcook@hotmail.com,30,56.52369,153.2814,1809.918,UNT051,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A-,michael50,Jeffery Mitchell,M,"4881 Cynthia Estate Suite 744
Michaelville, AL 79582",xallen@gmail.com,18,60.62115,160.6852,1644.62,UNT052,1,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A-,timothy16,Cynthia Allen,F,"71721 Claudia Corner
Port Sandra, WV 15210",stephen01@gmail.com,30,51.59057,155.8716,1718.706,UNT053,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AB-,mmorrison,Jason Delgado,M,"88837 Miller Gateway
Henrychester, AR 55430",patricia49@hotmail.com,26,59.95014,157.3353,1770.715,UNT054,1,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A+,marcia50,Kathy Hall,F,"921 Zuniga Turnpike Apt. 383
West Jasmine, IA 98594",richard63@hotmail.com,23,54.787,159.1711,2024.807,UNT055,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,B-,aliciaramos,Susan Anderson,F,"51856 Luis Mount
East Sheri, MN 25449",sandrahill@gmail.com,26,56.71431,150.1904,1874.82,UNT056,0,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A-,tgreen,William Savage,M,"PSC 1860, Box 9257
APO AP 49210",shughes@yahoo.com,4,55.47832,150.2256,1616.394,UNT057,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,pmiller,Amanda Griffin,F,"USNV Macdonald
FPO AA 68165",figueroachristopher@gmail.com,21,57.02297,160.4995,1982.727,UNT058,0,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AB-,smithclaire,Carlos Cox,M,"277 Oliver Isle
Samuelfurt, AR 55437",jeffreymoreno@hotmail.com,21,63.56777,150.5657,2087.717,UNT059,1,3
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,sweeneytaylor,Rhonda Gardner,F,"47921 Brooks Hollow Apt. 240
Leefurt, NY 19678",norman86@gmail.com,18,50.3811,151.6978,1689.851,UNT060,0,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,andrea81,Daniel Salinas,M,"61190 Wolf Rapids
East Cynthia, MT 30235",masonannette@gmail.com,15,55.43591,157.2947,1937.399,UNT061,1,5
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,edward07,Sean Hayes,M,"20651 Stevens Canyon
Codyborough, AR 40046",sarah75@yahoo.com,38,52.45509,149.9689,2028.346,UNT062,1,5
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A-,arivera,Randall Crane,M,"0383 Paula Stream Apt. 141
Lake Matthew, ND 84064",jillthomas@hotmail.com,20,55.35105,157.6445,1739.889,UNT063,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,O+,spencer33,Steven Vega,M,"2466 Richard Highway
Kevinport, MO 68588",rthomas@hotmail.com,27,59.36408,159.7756,2135.649,UNT064,1,6
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O-,alisonrogers,Ann Buchanan,F,"72178 Blackburn Canyon Apt. 369
New Oscar, IL 08153",bjohnson@yahoo.com,24,63.48371,158.7329,2057.783,UNT065,0,7
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,tcervantes,Adam Johnson,M,"8606 Steven Turnpike
Hollyshire, PA 86075",gibsonjacob@gmail.com,33,53.4359,150.522,2054.437,UNT066,1,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B-,xharper,Jonathan Scott,M,"562 Villa Fork
Lake Jessica, VT 09858",uyoung@gmail.com,23,55.66833,146.8746,2034.336,UNT067,1,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,zevans,William Hodge,M,"46235 Baker Throughway
West Rebeccashire, IL 27650",jhall@yahoo.com,35,53.69108,156.6389,1760.482,UNT068,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,qthompson,Mary Evans,F,"4297 Terry Ports Apt. 218
Darrenview, MO 51168",jennifer67@yahoo.com,21,57.55228,156.5198,1997.202,UNT069,0,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,russell54,Danielle Gonzales,F,"672 Anderson Lodge Suite 601
Port Melissaberg, MT 45004",rsimpson@hotmail.com,33,51.92043,147.3151,1926.217,UNT070,0,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,youngthomas,Scott Jones,M,"USNV Gardner
FPO AP 71437",joshuaherrera@hotmail.com,24,55.1971,153.4193,2096.245,UNT071,1,3
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,B+,matthewserik,Jody Reid,F,"593 Debra Green
Hannahland, IL 18204",gravesgregory@yahoo.com,26,57.49754,154.2308,1579.459,UNT072,0,4
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A+,troy52,Lynn Adams,F,"PSC 7732, Box 9110
APO AP 42470",mitchell64@hotmail.com,21,55.68324,152.4593,1523.233,UNT073,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A+,mosssuzanne,Randy Hutchinson,M,"6947 Christian Mountain Suite 278
East Brianport, TN 96594",hughesjohnny@gmail.com,24,52.83043,154.9129,1957.913,UNT074,1,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O-,laurenramsey,Evan Rosales,M,"36137 Emily Union Suite 430
West Gregory, OR 63904",wmitchell@gmail.com,38,60.0684,156.3711,1771.753,UNT075,1,7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A-,lori45,Gregory Hale,M,"7221 Ortiz Cape
Port Tracy, RI 84518",alvarezelizabeth@hotmail.com,22,57.25056,157.5066,1839.118,UNT076,1,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B+,kristyreilly,Christopher Stein,M,"PSC 3282, Box 5670
APO AP 46212",wellis@yahoo.com,28,59.19387,153.0666,1806.614,UNT077,1,4
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,rachel96,Chase Rodriguez,M,"PSC 6964, Box 3428
APO AP 70913",janet50@yahoo.com,27,59.67789,154.7561,1837.345,UNT078,1,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O-,logandaniel,Danielle Roth,F,"3545 Laurie Drive Suite 024
Elliottport, NC 04092",madisonkane@hotmail.com,23,54.89984,161.1336,1765.11,UNT079,0,7
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,othomas,Casey Donovan,M,"501 Martinez Garden
Port Susanmouth, OK 66214",brian14@yahoo.com,18,56.97453,150.496,1633.53,UNT080,1,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB+,gregorycastillo,Travis White,M,"964 Brenda Neck Apt. 589
New James, CA 19248",tmaynard@hotmail.com,31,51.77356,157.5366,1858.471,UNT081,1,2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A-,jacksonmelissa,Robert Underwood,M,"78334 Kim Islands Apt. 341
Harrybury, AK 60726",alexanderblackwell@yahoo.com,29,53.76255,155.6473,1670.085,UNT082,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AB-,spencerjessica,Tammie Stephens,F,"3114 Jeremy Stream
Derekland, VT 53425",zbird@hotmail.com,32,55.62624,160.9087,1859.917,UNT083,0,3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,hollyreilly,Diana Paul,F,"PSC 2140, Box 5269
APO AA 65775",sclements@gmail.com,32,54.4474,158.9957,1693.167,UNT084,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B-,upollard,Jose Watkins,M,"USS Brown
FPO AA 03908",ymejia@gmail.com,16,51.77819,154.9683,1959.878,UNT085,1,5
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,epage,Jennifer Ross,F,"45954 Ashlee Turnpike Suite 364
East Danielleshire, ME 14820",alexhaas@hotmail.com,29,58.05781,153.2527,1806.737,UNT086,0,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O-,hsutton,Gene Austin,M,"644 Baldwin Skyway Apt. 298
West Victorialand, TN 75651",heathersanchez@gmail.com,21,57.84367,151.6067,1919.351,UNT087,1,7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,B-,zpearson,Lisa Rodriguez,F,"857 Kent Road Suite 772
Anthonymouth, PA 15578",kfarley@yahoo.com,19,64.37936,154.5041,1526.323,UNT088,0,5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,B-,zwagner,James Olson,M,"893 Michael Route Suite 467
Nguyenberg, PR 83760",williamgray@hotmail.com,24,63.1787,153.8961,1651.251,UNT089,1,5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,garciatravis,Joseph Tran,M,"83454 Caldwell Locks Apt. 019
New Ryan, NH 60479",qblanchard@yahoo.com,19,56.35035,156.6899,2058.344,UNT090,1,3
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AB+,mwilliams,Anne Lee,F,"6192 Robertson Ridge Apt. 608
Willieside, CT 01222",anthony79@yahoo.com,25,59.80741,154.165,1589.178,UNT091,0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B+,belinda87,Jason Wright,M,"642 Alyssa Fork
Lake Amy, TN 98824",brian90@yahoo.com,30,57.12757,156.5589,2053.433,UNT092,1,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O+,victoriabuchanan,Timothy Harrison,M,"463 Sharp Key
Shawnburgh, PW 50967",ellismary@yahoo.com,30,52.37397,149.1486,1903.839,UNT093,1,6
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O-,arthur12,Jason Rivera,M,"0185 Christopher Forges
Ashleymouth, SD 06592",ymoses@hotmail.com,30,55.50783,152.6492,1829.766,UNT094,1,7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O+,thernandez,Leslie Fitzgerald,F,"4452 Rhonda Center Apt. 290
North Michaelfurt, GA 22498",laurameyer@gmail.com,20,52.51953,156.1318,2037.903,UNT095,0,6
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A-,pagelonnie,Marcus Gonzalez DVM,M,"292 Haynes Heights
Port Robertfurt, IA 73353",annalee@hotmail.com,28,55.3194,154.9624,1848.394,UNT096,1,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,alvarezeric,Javier Moore,M,"99449 Shari Islands
Brianshire, NY 78179",groy@yahoo.com,29,57.78092,154.5803,1805.269,UNT097,1,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A-,vcoleman,Vincent Miller,M,"201 Laura Inlet Suite 850
Port Beth, NE 27465",courtneyosborne@hotmail.com,12,68.86227,158.447,1605.717,UNT098,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AB+,afreeman,Brian Gonzalez,M,"6826 Bell Crescent
North Joshuaberg, SD 98556",luisschmidt@yahoo.com,36,59.28823,160.5601,2012.308,UNT099,1,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,B-,herrerakara,Douglas Thomas,M,"98490 Mccullough Via
Burkebury, SD 81436",dana68@hotmail.com,23,61.3339,166.3092,2175.224,UNT100,1,5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AB+,cameronflowers,Stephanie Orr,F,"530 Roberson Circles
Collinsstad, AL 49741",yatesandre@gmail.com,22,57.20728,156.2888,1688.575,UNT101,0,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,B+,whiterebecca,Nancy Woods,F,"0917 Thompson Mountains
Natalieland, IA 11167",william33@hotmail.com,21,52.63393,152.3718,1931.711,UNT102,0,4
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O-,klinetimothy,Jesus Gonzales,M,"18653 Thomas Groves Suite 735
Lake Walterside, WV 94162",rebecca97@hotmail.com,29,54.53148,154.7131,1888.123,UNT103,1,7
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,O-,fmurphy,Shawn Robertson,M,"871 Nicholson Expressway Apt. 604
Lake James, VT 92989",shermanjulia@yahoo.com,26,54.07383,153.5498,1842.698,UNT104,1,7
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O+,vblackburn,Meghan Mathis,F,"65745 Cummings Ford Suite 824
East William, GU 02106",palmercourtney@hotmail.com,29,61.69518,157.0683,1962.371,UNT105,0,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A-,meyerdebbie,Jay Massey,M,"18792 Mark Camp Suite 602
West Brandy, AR 84711",ncrosby@hotmail.com,35,50.96452,147.529,1733.629,UNT106,1,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AB+,gaykenneth,Jim Miller,M,"994 Burnett View
North Chelseyfurt, KS 27700",williamhunt@hotmail.com,30,61.41701,161.6178,1859.463,UNT107,1,2
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,monroeadrian,Jason Crane,M,"59224 Howard Estates Apt. 379
North Sheila, CO 14427",hillbrooke@hotmail.com,29,53.54741,151.4132,1469.802,UNT108,1,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AB+,batesdesiree,Jared Wilkins,M,"7377 Terry Shoals
Marshallberg, NE 39683",cclark@yahoo.com,26,53.06446,156.2773,1645.562,UNT109,1,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O+,lbrooks,Emily Montgomery,F,"48169 Wanda Wells Suite 327
Jasonchester, SD 71948",watsonspencer@gmail.com,22,52.18596,157.1046,1802.602,UNT110,0,6
